x,y,class
2.2483570765056164,2.4630887737658207,1
1.9308678494144076,2.9547083202350652,1
2.3238442690503462,1.3007162130904293,1
2.761514928204013,2.2814846183452855,1
1.882923312638332,1.6746787154390865,1
1.8829315215254097,1.7564373081176519,1
2.7896064077536957,1.7038030378805655,1
2.3837173645764542,1.568004615160092,1
1.765262807032524,2.0242608139724134,1
2.2712800217929825,1.5845249417944811,1
1.7682911535937689,2.1352284128899193,1
1.7671351232148715,1.9748809452754315,1
2.1209811357830173,1.8805259765667952,1
1.043359877671101,1.546218168979201,1
1.1375410837434836,1.7116143347158337,1
1.7188562353795136,2.377695612912878,1
1.4935844398327882,2.2504585938121906,1
2.157123666297637,1.5112223776007245,1
1.5459879622393946,2.0496661527146127,1
1.2938481493323541,2.3756935616858943,1
2.732824384460777,1.1652973594393141,1
1.887111849756732,2.2716800961899675,1
2.033764102343962,1.6686881205270767,1
1.2876259068932716,2.2852993342965795,1
1.7278086377374087,1.6183704217287416,1
2.055461294854933,1.0975589496677405,1
1.4245032112888487,1.1862287810584187,1
2.1878490091728358,2.024042473330691,1
1.6996806550405976,2.129861250860741,1
1.8541531251033616,1.5478416874477956,1
1.6991466938853015,2.319296229388687,1
2.926139092254469,1.16923996886552,1
1.993251387631033,1.9669601006763417,1
1.4711445355220498,1.3944919001187717,1
2.4112724560515946,1.6740819460989205,1
1.3895781750144889,2.023699335658207,1
2.104431797502378,1.5697933173580239,1
1.020164938060112,1.8077222278850873,1
1.3359069755507846,2.5031464046072203,1
2.0984306179345618,1.7115540652384256,1
2.3692332899977053,2.417846056032571,1
2.085684140594985,1.435146572671191,1
1.9421758588058797,2.2649020889576414,1
1.8494481522053556,2.72078431032895,1
1.2607390048162863,0.7641777499363553,1
1.6400778958026456,1.6015523722647615,1
1.7696806145201063,2.28853606359027,1
2.5285611131094576,1.8984773069785037,1
2.1718091447842305,2.1855729366856544,1
1.118479922318633,1.6980074066420898,1
2.1620419846973977,2.04329489373645,1
1.8074588597918417,1.9221613823039603,1
1.6615389998470207,2.5838910308299035,1
2.305838144420434,2.1272104216506067,1
2.5154997612479755,2.168801331037601,1
2.4656400595580994,1.7940615169387664,1
1.5803912383886807,1.7561968879637533,1
1.8453938120743927,1.7837209060901895,1
2.165631715701782,2.1972260711891485,1
2.4877725635611796,1.7895077595898685,1
1.760412881077355,2.1448874284482065,1
1.9071705116680915,3.0377003993227194,1
1.446832512996986,2.4355623517158462,1
1.4018966879596646,1.8369882339160795,1
2.406262911197099,2.600606961081972,1
2.6781200142854114,1.7959623134892242,1
1.963994939209833,0.9809377324110731,1
2.501766448946012,1.4959568445412978,1
2.180818012523817,1.0646040394870722,1
1.6774401226974378,1.8242432579793457,1
2.180697802754207,2.0092091895947757,1
2.7690182832329846,2.8382186561376415,1
1.9820869804450243,2.163463686882081,1
2.782321827907003,1.8904497355955678,1
0.6901274479551278,2.4147027905917446,1
2.410951252187612,0.8944323454960574,1
2.0435235341190854,2.117807279054283,1
1.8504963247670663,2.3854325969434833,1
2.045880388267751,1.2607068771100791,1
1.0062155426995536,2.5718770216034645,1
1.890164056081244,2.169248203747207,1
2.178556285755873,1.7923560430495993,1
2.738947022370758,2.3163909330531425,1
1.7408648908631763,3.135346428902198,1
1.5957531985534061,2.0909331275292478,1
1.7491214782077318,2.124110293150168,1
2.457701058851037,1.7703195502298779,1
2.1643755548298422,1.5750778152676042,1
1.7351198981164806,2.4151679082721227,1
2.256633716556678,1.5719580870455663,1
2.0485387746740202,2.035783118609696,1
2.4843224952664444,1.7611712766174417,1
1.6489734530613238,2.239489912873196,1
1.8361689267011159,2.166831052643474,1
1.8039459234339212,2.5187699721289496,1
1.2682425259339407,1.7449918005726266,1
2.148060138532288,1.8650625323533143,1
2.1305276360899446,1.5106181421088463,1
2.0025567283212307,1.777853369961944,1
1.8827064333124266,2.188650246522426,1
1.2923146289747929,2.3784943083226757,1
1.7896773386173206,1.5389173379111873,1
1.8286427417366153,2.43480296005283,1
1.5988613653891905,2.6778189294024752,1
1.9193571441669954,2.2067174516118504,1
2.202025428407269,2.938397906279033,1
2.943092950605265,1.6131054004482135,1
2.0872889064159197,1.3776726483442916,1
2.1287751953613823,1.1106398755478608,1
1.9627770421169164,2.7480221557445916,1
1.0406143923504794,2.327182828177029,1
1.9867430622753917,1.9722076645447724,1
2.030115104970513,2.13998431315991,1
3.231621056242643,1.4372554763508116,1
1.9038195176094388,3.222875989808413,1
2.150773671166806,2.0646105909876136,1
