x,y,class
-2.2356612444006,2.2486186902988887,1
3.7507658113438365,-1.2001135782011967,1
-0.39233129143315265,-3.452994937784969,1
-2.207044660952415,-1.5752610433046936,1
1.420226085310401,2.1188442800220866,1
1.807688569707188,2.6960184842269554,1
2.185782354958768,0.8351106548948944,1
2.6111533700398044,-2.9180155377326256,1
-2.8892912019908605,-2.1302784939659483,1
-0.7201167760705895,-2.670006801609231,1
2.1255302009764283,0.27645118222812254,1
3.6114167047779597,-0.6910348097809648,1
1.4570797991396924,-2.5566733790648355,1
0.8483741635294627,3.518061614031648,1
0.9149850183560961,2.0037637908653094,1
1.0972127103938798,2.4673491450996567,1
-1.0036396975116215,2.8299196686178236,1
-2.986986455475646,-0.46840739762186057,1
-2.525116890112217,1.1507510629961346,1
-0.8482635023052135,3.2009349161230554,1
-1.8818020762913756,-1.5940241537776187,1
1.8740611095939181,2.250738652505542,1
-0.8008981804360816,2.9534838342984227,1
-2.1748651536544172,2.4247556359544618,1
-3.2287820803787977,0.9145544518347714,1
0.5343930494958196,-2.378382381329864,1
0.6943686837647525,2.1222361298905694,1
-3.6242944174739002,-0.3250153172809205,1
-2.647230031611742,-1.7368717126809234,1
2.5147169969538568,0.7555109790157398,1
-2.9459089273356263,-2.3614814484140427,1
1.46429201127527,2.684439972107534,1
3.2939542855920014,1.4266892369071775,1
2.8786412018565994,-0.9576638040235735,1
3.9367699406653354,-0.8635720649697779,1
1.3910887571783854,-3.6195579792660886,1
-0.9674784539338163,2.707875326255548,1
2.849725187441675,2.0074278908862864,1
-1.3342783701145207,-3.043017681328144,1
-3.426888126695911,1.3530042589644689,1
1.81298595894893,1.7467343393052606,1
-3.341490805790988,0.10129277492057066,1
3.4471498392926385,0.7566353445380438,1
1.785639031291848,-1.1439256688848831,1
-0.13279340658718855,2.404706957223406,1
-1.0345113150817113,-1.6886997289011023,1
-1.0833661170962654,2.652591631519154,1
-3.332105993636239,-0.4223897924601476,1
-3.590779104617868,-1.085193879508843,1
1.2087053656242315,2.7861601155518474,1
3.744867791676093,-0.724506044419244,1
0.3632595951908194,-2.2812075969974424,1
1.9949473208159425,-0.7971297276978875,1
2.3465418505063917,-1.824244948970768,1
-2.6069397208554195,-1.8419929983339856,1
2.631339935972378,-1.4064967592258573,1
1.6700890446565577,1.0378128405704183,1
0.9839282774583534,2.786845998909908,1
2.2536064336248485,0.6582246654805471,1
-1.520147868211891,2.968212161541875,1
-2.435826011575886,2.049425516609759,1
-0.3383652029936476,2.5073318754420386,1
1.3023732090109896,-2.414174408493225,1
-1.5355332201704008,1.935195205999737,1
-0.5733841343137365,2.9127608054913328,1
-3.3531839616045374,-0.9217692196232958,1
1.5868643641051714,1.9410299612660629,1
1.0475272785425187,-3.078691584052267,1
2.4402838921757493,1.2347205983260978,1
2.5947315534382867,-0.21426969183631858,1
0.4104847838871632,-2.9177517092483103,1
0.7861234686335796,2.3546155931143944,1
2.721536369771034,0.09446565672141193,1
0.9599610386558554,-2.200810984133917,1
-1.0663401053999988,-3.8369428442893203,1
-0.3968780630565727,-2.9914192849722796,1
0.35312559802895915,-2.6265052321807403,1
2.776765369686549,1.393901239134842,1
-1.8545184953743532,2.2862483239859994,1
2.1569908394911392,1.9226774588399138,1
2.157297791196929,-2.5065646857976125,1
-2.414550197460518,-2.363456146574454,1
-1.3309765694065596,2.3890072824843345,1
2.4986882510664503,1.0545112439482223,1
-1.070153670470216,2.6549066629828424,1
-0.8413434458069595,1.6465381787724587,1
-0.2865519114197271,-2.224020189703241,1
-2.3911894850831077,-2.8017712191597757,1
2.9021541442294994,-2.487746803485195,1
-2.831774051478062,0.49945203969537577,1
2.4027827703445475,2.2448630984126194,1
-0.7222988717921109,-3.071848623893159,1
0.30737734984123005,-4.52902178713448,1
-3.299184060415439,-1.3369634495313862,1
0.38567817987267944,-2.910599645207214,1
-2.520313497450531,0.09830023485785941,1
-2.174405902664342,-0.31270985698091325,1
-2.7857922985588717,1.3638553954403758,1
2.588456544023658,0.41696174443373474,1
1.782781140167192,1.4354900491077014,1
2.6246916702209644,0.5251562693185053,1
-1.609904250694114,-1.8590322250527045,1
-1.512179772611192,3.533602830642132,1
-3.4358319706834215,-0.1852028761561155,1
2.5047770831986718,-1.643833851180007,1
0.016631808215141344,3.7399350880976945,1
-2.5695558891211077,1.6220308009969948,1
0.08959803378566666,-2.5677952035202045,1
0.4996159107051993,3.728234557034847,1
2.8944159030658274,1.5204251773532491,1
-0.6133392534810818,2.4043806673083523,1
1.537620026681995,2.4645011305311444,1
2.3162629911814543,-1.0953300082367936,1
0.8244437533711588,-2.156368956979076,1
-2.316119703305936,-2.574601595381483,1
2.7335262133971034,-2.8578929893904954,1
0.7612515481761222,-2.1711267060161696,1
1.273462439218666,3.024307311821328,1
2.088020383572202,-1.6715493138432613,1
-2.6726489900693284,-0.6744583081735184,1
0.9547752475134311,-2.529615602100019,1
2.0398662432661587,-1.5599978888020138,1
