x,y,class
2.3973713224089863,1.3368039912623422,1
1.8893885590630524,1.5518551678424244,1
2.518150830480554,2.5978348840986096,1
3.2184238851264206,2.488296212346772,1
1.8126773002213312,1.9832787248286814,1
1.8126904344406556,2.0938619066470254,1
3.263370252405913,3.02213191663074,1
2.613947783322327,1.5267428889313361,1
1.6244204912520384,2.4376779049360304,1
2.4340480348687716,1.8382458780528848,1
1.6292658457500302,1.8258550374182239,1
1.6274161971437944,2.879021481589752,1
2.1935698172528273,2.660333079190424,1
0.4693758042737617,2.650807708800511,1
0.6200657339895737,3.044383045723463,1
1.5501699766072219,2.0168030733062072,1
1.189735103732461,2.545562377035971,1
2.251397866076219,1.7517865947252351,1
1.2735807395830312,2.2593330819907536,1
0.8701570389317668,1.8958855565058523,1
3.1725190151372433,2.0775967719941746,1
1.8193789596107715,2.476125620349531,1
2.054022563750339,1.345423453413222,1
0.8602014510292346,3.673909820548368,1
1.564493820379854,1.1951860948002384,1
2.0887380717678927,1.0286491097698143,1
1.0792051380621577,2.9264886988000542,1
2.3005584146765377,2.6333301551703485,1
1.519489048064956,2.499295853641724,1
1.7666450001653786,2.502676407411424,1
1.5186347102164826,1.9902025817224682,1
3.48182254760715,1.2821965028113347,1
1.9892022202096529,2.060643646554981,1
1.1538312568352795,1.4582706307903106,1
2.6580359296825513,2.780095786734201,1
1.0233250800231821,1.882354094798289,1
2.1670908760038046,1.3396022425659906,1
0.4322639008961795,1.7428913266776052,1
0.9374511608812555,2.3303451634204997,1
2.157488988695299,1.5490203577568202,1
2.5907732639963283,1.3422236835468548,1
2.137094624951976,2.19494976919353,1
1.9074813740894077,2.1959732568869783,1
1.759117043528569,1.5944454597030961,1
0.8171824077060581,1.6231693555053417,1
1.424124633284233,2.185639949886109,1
1.63148898323217,0.8415325268021407,1
2.8456977809751325,0.8740289804987558,1
2.274894631654769,1.425244622998051,1
0.5895678757098128,1.8292422786305222,1
2.259267175515836,2.248726052478404,1
1.6919341756669468,3.1802849735596417,1
1.4584623997552328,2.6861276985616156,1
2.489341031072694,1.8720491760292584,1
2.824799617996761,1.984787033677849,1
2.7450240952929588,1.1979765082897529,1
1.3286259814218893,1.9851894912060881,1
1.7526300993190282,1.7690730888638893,1
2.265010745122851,2.2581748482704715,1
2.7804361016978874,1.3382152451581417,1
1.616660609723768,2.415477211392938,1
1.8514728186689462,3.2261911304020625,1
1.1149320207951774,1.912991881234514,1
1.0430347007354634,2.321369377679153,1
2.6500206579153582,2.55211519336889,1
3.0849920228566585,1.6790236224913309,1
1.942391902735733,2.1792739854483334,1
2.8028263183136195,2.010073920625436,1
2.2893088200381073,2.0781408788390654,1
1.4839041963159005,1.3815921729156266,1
2.289116484406731,2.019608139407154,1
3.230429253172775,2.3983986329963596,1
1.9713391687120387,3.1609148862360334,1
3.251714924651205,2.7674166608681654,1
-0.09579608327179567,3.7225459660092453,1
2.657522003500179,1.3861219496895605,1
2.069637654590537,2.6978565093765425,1
1.760794119627306,2.1466736045906814,1
2.0734086212284017,3.751842346574138,1
0.40994486831928567,1.3533613717158788,1
1.8242624897299904,1.328222526255379,1
2.285690057209397,1.5204858836447823,1
3.182315235793213,0.30088342055215445,1
1.5853838253810821,1.5793959826553912,1
1.3532051176854498,1.3926938707570415,1
1.5985943651323709,2.1203150291809663,1
2.7323216941616595,2.2734047806217275,1
2.2630008877277477,3.500936671372709,1
1.576191836986369,2.76033907054884,1
2.410613946490685,1.5384770754700776,1
2.077662039478432,1.2812682629213135,1
2.7749159924263114,2.3935353372052046,1
1.4383575248981182,0.9438134343834863,1
1.7378702827217853,3.465167012683483,1
1.6863134774942738,2.9435520965770294,1
0.8291880414943051,1.6246594783162362,1
2.236896221651661,0.629492376727298,1
2.2088442177439114,3.0830978993323304,1
2.004090765313969,1.9083681237979058,1
1.8123302932998824,2.9902530495787696,1
0.8677034063596685,0.7244578729645061,1
1.6634837417877129,1.5204999816369817,1
1.7258283867785844,2.0041949597745465,1
1.3581781846227048,2.0375844750117937,1
1.8709714306671927,1.639947622816605,1
2.3232406854516308,2.498279945877999,1
3.5089487209684243,1.1459036564939244,1
2.139662250265471,1.8860964119829653,1
2.2060403125782115,2.096236505369519,1
1.9404432673870662,2.4115510672469993,1
0.4649830277607667,2.569291902471112,1
1.9787888996406264,1.1002863265297047,1
2.048184167952821,0.7727086634115021,1
3.9705936899882293,3.0221414575188073,1
1.846111228175102,2.265851209583673,1
2.24123787386689,1.4012107707547572,1
1.9722305842358054,3.2409215804180187,1
1.0650575699043743,2.092539707434287,1
2.9142582516120163,2.9434377472510613,1
2.6015464261494192,2.054014785128087,1
2.6328255576344377,3.6485983399055897,1
1.2724900361642089,3.404272673954564,1
3.1222354487488797,1.8008286812167411,1
0.8785191497661753,2.7772567607634846,1
2.4694856750402163,2.516300759668118,1
3.7523645006479827,3.094905246025879,1
1.2075709398954493,1.2280612315359165,1
1.5469618163177825,2.5488411679987513,1
2.079721092070113,2.8467395894796703,1
1.5972194767070407,0.5930084108615086,1
0.7594692551470938,1.0533931898673798,1
2.054850379844822,0.36861425779191936,1
1.150157029019116,1.7844745324443538,1
2.378873944508145,2.5740338046367697,1
1.2644606126129574,3.2018856416768227,1
3.2399475240140316,2.05927582433582,1
1.3733973661310102,3.3028924364570336,1
1.7423507870354595,0.8959188334280868,1
2.650813773895736,0.6372940485158762,1
1.0153085468528358,1.955561840882705,1
2.1819679476833036,2.307252359151446,1
3.0457142034259426,1.9738442015247255,1
0.7140134123510178,0.34604631996809854,1
2.1477070868258434,1.9287039683897693,1
2.2079062353987386,0.9564243995961175,1
2.625458297421848,2.535738039064031,1
1.0104394312975344,2.2932785968774785,1
0.943634709532579,1.2480961709381158,1
2.4175532524935184,1.5889064661306451,1
2.237587738586549,1.1526291824888388,1
2.200394280276701,1.9498567221814624,1
2.2771585675975805,2.7641138564009906,1
